JJN/ (wine),0.2291909631160857
BGD/ (garment),0.2669703537093839
RKB/ (chariot),0.2675688774820419
DLT/ (door),0.3957342883986216
XJL/ (power),0.4100107886667945
CMN/ (oil),0.41477005720721943
PRJ/ (fruit),0.48790357564267145
MCPV/ (justice),0.4912202608450481
NR/ (lamp),0.497121869261575
>P/ (nose),0.5020183397103021
MLXMH/ (war),0.5028834467641714
PSX/ (Passover),0.5190203847550388
QWL/ (sound),0.5423115931152234
PR<H/ (pharaoh),0.5484742117485346
XWMH/ (wall),0.620604562009656
<DH/ (gathering),0.6443803311843069
RGL/ (foot),0.6630202566160618
N<R/ (boy),0.7151901654206178
<MWD/ (pillar),0.7158073713358822
RXB=/ (breadth),0.7265783635926144
GBWL/ (boundary),0.792809765094303
GWJ/ (people),0.8226698737852014
DM/ (blood),0.8341664008546203
KHN/ (priest),0.8463776345386645
MNWRH/ (lamp stand),0.8762745403817531
SWS/ (horse),0.8777815792319689
KBWD/ (weight),0.8842318017586801
MCKN/ (dwelling-place),0.889232336805039
MF>/ (burden),0.9261034289302561
R>C/ (head),0.9550903408103446
RWX/ (wind),0.9564622392683543
>DN/ (pedestal),1.0656414475094231
<LH/ (burnt-offering),1.0709786150640785
SRJS/ (official),1.0763051978852476
NBJ>/ (prophet),1.083311722729979
R<B/ (hunger),1.0839952924288339
">JL=/ (ram, despot)",1.1000825137415535
>ZN/ (ear),1.175964508117485
T>NH/ (fig),1.2062821055249033
>CRH/ (asherah),1.2463379166760755
FLMH/ (wrapper),1.273160245510594
XSD/ (loyalty),1.355645039261772
">DM/ (human, mankind)",1.3601259239821746
>M/ (mother),1.3800814981321274
MCQL/ (weight),1.4222016677352025
<Y/ (tree),1.4297574915231026
CMJM/ (heavens),1.44421562595499
PH/ (mouth),1.457331969015656
CLXN/ (table),1.482243388239979
JLD/ (boy),1.5717898005010813
GDJ/ (goat),1.5759082384033434
TMRH/ (palm-ornament),1.6218880490620766
MZBX/ (altar),1.6296095092590837
XRB/ (dagger),1.6404347312885832
>BN/ (stone),1.6659429196646791
NCQ/ (equipment),1.689709456116037
PRD/ (mule),1.725929638339166
BHMH/ (cattle),1.7637658872585693
LB/ (heart),2.108976665047575
KLJ/ (tool),2.1101541588826564
FR/ (chief),2.2011572988453056
>RWN/ (ark),2.2016506691562268
BFM/ (balsam-tree),2.271805501803841
MWCB/ (seat),2.272917715250581
<LJH/ (upper room),2.2729177152507303
"MCQH/ (butler, irrigated, drink)",2.2729177152508395
M<MD/ (standing),2.272917715250906
MLBWC/ (garment),2.272917715250945
M>KL/ (food),2.272917715251042
PNH/ (face),2.345882970375886
ZR</ (seed),2.385899871920437
<JN/ (eye),2.4769610863422606
BRJT/ (covenant),2.4830534662857584
GWRL/ (lot),2.5015454031051694
CC=/ (linen),2.8027604570800886
TWL<T/ (worm),2.821803641871515
TKLT/ (purple wool),2.8218036418715444
>RGMN/ (purple-wool),2.8218036418715506
JWM/ (day),2.886689919826957
R<H/ (evil),3.1332258363612913
ML>K/ (messenger),3.4099632152832218
BXWR/ (young man),3.4503615421342952
NPC/ (soul),3.958279699811778
LXM/ (bread),4.199266145435668
BT/ (daughter),4.885586962290552
MJM/ (water),4.897580792756569
>B/ (father),5.070840835922651
>X/ (brother),5.092006971890304
GML/ (camel),5.890503150169736
Y>N/ (cattle),6.020616355784735
BJT/ (house),6.106404000021877
CPXH/ (maidservant),6.578393622241912
BQR/ (cattle),6.833276613120643
KSP/ (silver),6.947614906667241
JD/ (hand),7.200240517116893
<JR/ (town),7.326697494981158
XMWR/ (he-ass),7.5637975172678615
CM/ (name),7.857883070483617
>CH/ (woman),8.604717836119203
<BD/ (servant),8.76507643485034
>LHJM/ (god(s)),10.210566808262676
DBR/ (word),10.25932725437624
ZHB/ (gold),10.320807651620154
>RY/ (earth),10.820773746915098
>JC/ (man),14.340806960176357
MLK/ (king),24.743973390176542
<M/ (people),28.175793551393408
BN/ (son),47.44138704278551
